S,E,I,R,H
73765.0136,603.60365,457.74905,2369775.7381900805,278270.87645
75490.10635,564.5246,350.1675,2378916.4752900926,987.5586
78341.21505,387.0492,231.2642,2387080.914540582,528.4556
79968.0306,519.6449,308.3596,2395966.7142890072,695.21615
81101.641,752.13255,444.31975,2405187.983451674,993.5026
82033.1756,969.842,570.83515,2414640.4955247804,1270.116
82586.4922,1215.5169,714.9904,2424429.1953089177,1584.93125
82628.41825,1521.07445,895.4388,2434638.3424328715,1985.6932
83645.001,1017.76525,753.4465,2445011.7879372737,2139.23625
84432.09545,1190.19205,699.33235,2454855.110033291,1657.2755
84779.874,1429.47985,837.3799,2464891.9641647474,1845.0409
84793.03775,1705.9534,1000.5451,2475202.383404844,2205.69525
84286.92985,2058.4105,1211.12015,2485929.0295207207,2679.4529
82998.89285,2474.47995,1466.8479,2497328.8396865344,3272.44335
80827.8567,2934.81735,1760.13675,2509552.769730708,3983.04355
80223.34275,2014.42855,1523.25495,2522124.08803281,4365.8024
80815.97925,1334.1335,1018.78135,2533547.2788735116,3197.5778
82025.9214,898.6376,683.99275,2543947.4794159457,2145.2577
83666.0368,612.885,464.0991,2553671.449973378,1446.9677
84803.4449,837.78285,499.12805,2563148.658763995,1159.44615
85662.38645,1033.6632,613.5158,2572868.112314407,1379.2091
86119.6504,1266.1619,751.1259,2582954.329803458,1684.14185
86856.81075,1022.67975,751.3082,2593382.198469011,1973.37765
87119.52425,1321.42185,783.24525,2603745.803660533,1796.66255
87021.5921,1517.23705,900.0715,2614488.7319636634,2016.6345
86561.23175,1677.20355,998.22925,2625695.734566518,2246.47345
86802.32475,1265.2259,933.78275,2636935.8322193716,2471.40405
87841.2097,1104.17445,678.2208,2647357.6116566337,1911.51525
88368.25715,1333.11565,791.3559,2657540.0614553555,1783.69735
88228.81925,1626.6828,967.36425,2668277.8306985865,2174.2642
86449.46735,2141.4316,1285.04025,2680300.8860996813,2918.68705
84126.91645,2619.8323,1591.05485,2692913.6668609236,3666.20725
81037.4069,3067.7179,1892.71225,2706326.7415045183,4448.35245
76816.96385,3481.88,2195.2723,2720893.8729242175,5309.39895
74812.2142,2344.9527,1860.18455,2735413.1505489005,5559.8645
73705.64715,2175.1655,1413.97805,2748169.91420277,3980.1345
72427.79355,2176.47535,1415.0303,2760429.7484989376,3589.44285
71250.4541,2122.90835,1390.3148,2772669.7132448293,3564.82685
70332.8447,1994.6232,1315.2973,2784691.902534473,3403.74985
69704.618,1829.61,1212.86315,2796486.174292034,3163.69325
69392.44855,1650.9586,1098.70445,2807899.702580683,2881.39035
70145.4709,997.35965,813.90395,2818870.3573373468,2499.01215
71810.93375,538.8403,446.44525,2828728.7198096663,1549.90675
73897.4318,297.9292,244.80795,2837729.152804428,845.18125
76210.77325,166.6374,135.52665,2846225.5572908674,463.49795
