S,E,I,R,H
73763.30015,601.3288,456.14785,2369781.3276900807,278275.22205
75492.26555,562.03875,348.5439,2378918.4255400924,983.9088
78379.36145,386.36895,230.79795,2387043.9146405817,527.19135
79980.8956,516.4021,306.31125,2395959.140439007,690.44865
81084.83545,752.18995,444.4861,2405204.5652516745,994.25815
82000.03585,969.29855,570.8178,2414674.19607478,1269.7258
82556.63985,1212.75145,713.34435,2424463.4591589174,1582.51635
82608.57165,1517.5947,893.70275,2434663.4048328716,1982.02485
83643.77585,1018.5228,753.6398,2445012.062237274,2141.0189
84415.71985,1188.9294,698.3321,2454873.748533291,1656.1851
84713.94865,1417.1348,830.26485,2464977.3496147473,1830.7284
84566.64725,1679.49,986.03165,2475469.750754844,2176.2466
83902.8822,2014.82925,1187.6292,2486380.1493707206,2635.5387
82611.2323,2425.83435,1440.64415,2497791.3495865343,3224.07255
80513.5028,2897.2363,1740.7559,2509924.085530708,3947.6701
79926.80055,2006.58545,1520.03645,2522431.6918328092,4362.79055
80519.44845,1334.4549,1020.28735,2533841.9822735116,3208.76185
81724.2989,900.71155,686.16475,2544244.855965946,2155.4339
83361.8315,614.2762,465.73925,2553972.623923377,1454.28505
84499.75135,838.47145,500.2888,2563450.502963995,1163.84275
85350.6106,1031.8962,613.3079,2573181.863064407,1381.3982
85787.27165,1258.78895,747.58905,2583297.6183534586,1680.5295
86498.2056,1009.6593,742.46785,2593762.6644190107,1956.42925
86707.4647,1291.73805,766.7615,2604204.030760533,1765.0088
86447.83255,1436.3686,853.85955,2615189.5719136633,1921.66595
85979.8447,1477.0121,881.51935,2626594.022966518,1995.3829
86561.0022,1106.39325,818.129,2637451.6411693715,2169.96875
87785.5442,978.17545,601.0826,2647616.4143566336,1696.13665
88451.0239,1193.18335,708.0697,2657680.5132053555,1596.27765
88456.3116,1478.29095,878.1132,2668287.9812485864,1972.73055
86739.2655,2006.27485,1202.48915,2680228.795799681,2728.2439
84567.29085,2491.86335,1510.26255,2692682.053710924,3472.843
81613.527,2960.24695,1820.898,2705929.9066045186,4268.2132
77267.278,3477.1439,2187.5709,2720455.9962742175,5275.9332
75059.69035,2382.3291,1887.7286,2735100.7539489004,5634.793
73853.41125,2213.5003,1437.9809,2747959.8124527703,4041.4605
72509.68865,2218.50415,1440.6099,2760280.2449989375,3652.72675
71283.8,2164.37925,1417.0997,2772568.1115448293,3631.72245
70388.51805,2051.47815,1352.24195,2784542.429584473,3496.8922
69761.7363,1907.25205,1263.4066,2796300.870492034,3294.23105
69409.69205,1750.6728,1164.85635,2807716.592980683,3052.8772
70098.03,1078.6978,880.3357,2818770.028337347,2702.67555
71656.9203,594.89045,492.9778,2828780.150559666,1712.5278
73555.61465,334.78105,275.538,2838003.3880544277,953.3463
75650.4938,189.1848,154.2858,2846744.530190868,528.79725
77689.1015,184.3355,118.76325,2855222.2070152475,317.20245
79652.3036,175.471,111.7396,2863697.418506479,278.3261
81543.1307,155.7805,98.40955,2872119.479697375,242.27225
83524.00835,112.8141,85.3933,2880452.489772343,229.36225
85538.2069,110.77925,69.11645,2888512.850770949,175.1045
87558.1321,110.20315,67.92735,2896550.938619488,162.15235
89524.6766,136.194,83.30345,2904367.1440631105,196.3246
91543.0818,108.78875,80.26765,2912184.2329089823,207.4113
93548.9589,104.3586,66.13405,2919796.1451777066,195.39295
95402.17775,174.81265,104.67875,2927364.544074631,240.0977
97482.7892,276.93275,164.47915,2934491.1799940728,370.88525
98517.01225,464.61445,275.002,2942409.0239870655,615.2712
99688.7372,594.02405,350.55425,2950169.337357037,782.3017
100409.48105,912.0997,536.8596,2957912.56411861,1183.775
100120.72045,1288.35225,759.95865,2966505.778973828,1689.57235
100224.2236,1139.1517,839.28635,2975157.005210421,2250.29705
99979.4095,1333.80635,796.5022,2983919.5337297083,2047.39685
98334.4478,1873.9478,1116.2919,2993104.3506567827,2514.66925
96340.04125,2359.33715,1417.50335,3002711.942787036,3224.77005
93508.4485,2857.52,1738.65375,3012871.894410533,4015.3514
90028.4724,3286.2019,2031.13,3023743.8534928984,4787.80955
86364.58895,3554.7517,2234.5424,3034845.617608285,5385.28655
84358.53335,2526.7187,1973.65345,3045965.5159634417,5606.7066
84459.623,1505.13645,1207.77745,3055322.8515523574,4016.4442
85422.3221,909.35935,728.1161,3062970.716290123,2432.69375
86871.5489,553.98095,441.65775,3069594.390733128,1468.11875
88187.7671,574.25215,363.1892,3075580.124771334,956.00265
89388.7512,605.80545,379.45125,3081521.460703041,920.3739
90550.70135,626.01145,390.2033,3087279.3618005877,941.29345
91907.8025,487.81785,361.3529,3093037.484299651,932.80075
93545.5176,465.41755,287.77815,3098152.032871637,731.51725
94834.9543,514.0458,315.38145,3103442.653245983,744.81495
95547.80595,647.75985,396.76715,3108923.8033817573,931.46465
96423.66925,599.8036,438.35485,3114414.5014986466,1107.75615
97785.4608,465.7761,304.8291,3119484.6376912817,928.19515
98472.60435,648.0262,393.1007,3124590.791560212,919.30555
98387.25725,936.2128,568.3202,3130134.723535897,1316.38835
97739.4911,1196.929,728.2278,3136134.2216663035,1692.98715
97048.54175,1486.254,907.4356,3142039.851551125,2116.35435
96028.6399,1767.95455,1084.0973,3148088.491109639,2542.9462
94720.627,1987.47935,1225.9901,3154483.5680707586,2896.1263
94200.13665,1472.5163,1123.52815,3160829.5350640253,3106.1335
94352.4569,1319.4497,830.6786,3166331.182607039,2333.47925
94130.09455,1443.08075,895.08035,3171310.467311321,2138.50435
93332.40325,1613.24055,1003.8637,3176764.4262997415,2404.75825
92348.51985,1766.9969,1104.5747,3182218.3652756573,2661.33035
91145.74835,1905.41025,1198.85715,3187857.018521266,2907.2362
89958.15525,1992.95945,1259.91435,3193404.1418860955,3080.4398
89570.28505,1462.78305,1130.716,3198859.538600398,3137.05995
90518.49705,860.92555,685.78275,3203253.9137163702,2262.03615
91951.512,517.48365,410.47225,3206593.5846604635,1356.7723
93683.41045,313.1333,246.6214,3209317.389451943,809.9581
95323.23545,310.5836,193.8491,3211638.809183477,511.85525
96733.1299,324.57255,200.24905,3214091.7795120683,477.17765
98001.85535,324.95055,199.64545,3216487.399145937,472.41755
99454.66385,260.31785,186.9318,3218776.056478835,461.821
102131.8212,226.1227,137.47355,3219630.008073384,345.8218
102784.8434,294.2358,177.7929,3222297.077166529,410.06455
103518.8746,393.9649,237.13135,3224661.485044877,544.8869
104480.40665,413.3698,292.278,3226824.5369633995,704.4037
105924.184,281.1304,196.8815,3228680.1370559367,604.79605
106872.6432,460.0541,273.87945,3230451.952272219,629.41735
107774.86915,679.83625,403.10135,3232091.285397797,904.72015
108237.84485,994.23055,588.49395,3233889.193260889,1315.1511
107727.68945,1394.27635,826.3867,3236475.6809091247,1846.18265
106591.84965,1747.99635,1040.93175,3239596.0556320394,2341.65885
104772.24125,2154.5336,1291.6611,3243301.3654019325,2929.28505
101567.96925,2163.79815,1595.1343,3248545.4842497017,4081.187
100210.59715,1951.88835,1234.1598,3252828.325250129,3579.4957
