S,E,I,R,H
73778.8906,602.141,456.59175,2369764.481140081,278261.5222
75505.18225,563.1314,349.35325,2378903.6068400927,985.05065
78377.26215,385.3787,230.2099,2387047.5922405818,525.85985
80007.3152,517.8685,307.171,2395930.394689007,692.1222
81121.1358,750.66245,443.3895,2405170.8890016745,992.1852
82052.88275,968.71345,570.40965,2414622.34242478,1268.1971
82609.5422,1215.3933,714.765,2424406.494308918,1584.88905
82650.8878,1522.86115,896.0903,2434613.4346828717,1988.2006
83668.62555,1020.8733,755.49125,2444983.0105872736,2145.57925
84502.5493,1187.2098,697.27435,2454789.696433291,1651.88145
85037.14325,1410.7889,825.5605,2464665.205264747,1816.12635
85273.719,1684.07815,985.68005,2474758.442454844,2165.63915
84830.5069,2061.6517,1209.99195,2485383.339470721,2667.1913
83511.19645,2533.39385,1498.14625,2496726.3238365343,3329.20985
81163.23825,3072.97905,1839.54705,2508999.816180709,4149.56305
80328.4497,2149.4361,1625.05785,2521782.170632811,4648.8026
80731.4524,1438.2009,1098.08605,2533448.4336235113,3447.17905
81791.12355,973.76415,741.6486,2544049.494865946,2327.3978
83302.6533,665.8121,504.77695,2553941.228523378,1576.1158
84263.9826,908.18205,542.25775,2563574.592163995,1264.0663
84890.26355,1113.94395,663.3534,2573510.116864407,1497.27595
85073.9314,1343.97695,800.3166,2583873.043053459,1807.0741
85571.4479,1048.951,774.2912,2594618.3070690115,2048.69555
85738.18955,1232.8262,735.46905,2605263.510210533,1704.8091
86087.64685,1301.05015,775.65135,2615763.2842636635,1752.3838
86364.52395,1458.2105,869.23355,2626240.431116518,1961.6141
87324.6778,1103.4074,813.6167,2636695.4637193717,2148.91675
89384.19485,896.11035,546.55755,2646154.3538566343,1528.5673
90500.8006,1077.0966,633.4526,2655821.440355357,1410.09215
90535.3585,1395.3733,821.46095,2666348.5042485865,1821.66515
88008.6434,2033.5541,1211.3882,2678923.2395996796,2726.7802
85255.15175,2588.90335,1563.6245,2691843.790860925,3576.89705
81871.4085,3089.86295,1898.2966,2705465.010504519,4437.4137
77475.59575,3521.713,2212.94635,2720177.7339742174,5326.8759
75512.2689,2375.65995,1877.6128,2734664.9603489004,5591.54525
74375.231,2218.1691,1437.12575,2747434.17905277,4021.98845
72992.7282,2238.87645,1450.4226,2759767.0204489375,3662.0236
71693.70585,2196.5063,1434.84275,2772108.335594829,3663.2286
70661.683,2074.6076,1365.4337,2784232.9434344736,3523.40445
69940.59015,1915.0072,1267.11175,2796110.556342034,3299.09
69537.11855,1745.1543,1160.19565,2807599.345680683,3036.6579
70209.8091,1069.5072,871.9823,2818675.7932373467,2676.35525
71765.65235,588.56565,487.49845,2828683.222659666,1691.89435
73665.85435,331.13895,272.4187,2837899.9097544276,941.63895
75777.66915,187.42575,152.68845,2846620.7112408676,523.31555
77846.68065,183.39415,118.27975,2855066.0527152475,315.2934
79854.9459,176.89515,112.4881,2863492.6035564784,279.899
81881.25895,160.2302,101.09145,2871774.219847375,248.7304
83922.40145,116.24145,87.94465,2880048.117972343,235.5452
85966.3447,114.3688,71.1188,2888079.121070949,179.94365
87999.9819,113.23295,69.76005,2896104.2263194877,165.70605
89964.2931,139.31385,85.11165,2903922.59951311,199.9514
91967.3237,111.10055,81.821,2911756.125858982,210.99625
93997.16175,106.07355,67.17345,2919345.187977707,197.64895
95833.83725,182.3952,108.91615,2926921.0646246304,249.46125
97277.26235,284.2089,169.1792,2934684.7306440724,381.64375
98250.6625,456.98235,270.98305,2942687.0247870656,605.62455
99118.4023,683.70155,404.29065,2950596.2583570364,907.4492
99652.66265,911.32575,538.15535,2958668.86071861,1199.7977
99409.08035,1265.1629,748.6328,2967251.9342738283,1671.54315
99204.7907,1108.69405,819.671,2976226.5111104217,2208.84915
99010.689,1282.0593,769.14745,2984967.356029708,1987.6146
97854.7759,1721.9257,1027.83785,2993824.4987067827,2322.1469
96146.1015,2175.99395,1308.68615,3003198.042937036,2983.25105
93591.5428,2658.72875,1617.17285,3013109.072260533,3738.7432
90365.39155,3089.2862,1906.65535,3023728.324692898,4489.0123
86981.9249,3366.33595,2110.958,3034540.2818082855,5073.00215
85179.7333,2408.22375,1874.87435,3045361.590063442,5307.86915
85383.15705,1443.67115,1153.7405,3054514.819752358,3821.3494
86406.12255,878.431,700.64995,3062045.3103401233,2327.83855
87907.23625,538.715,427.7143,3068587.9127831287,1414.412
89284.59165,564.12165,354.6733,3074501.9466213337,927.9853
90539.26155,601.0672,374.478,3080380.66185304,902.5759
91755.67035,626.74425,388.8098,3086075.053500588,930.9573
93215.4073,494.5033,364.3974,3091720.1495496505,934.14165
94697.36175,481.9344,296.77815,3096974.671871638,747.37315
95855.9559,536.53835,327.8137,3102386.726845983,768.94755
96798.30745,680.907,414.80835,3107622.1135317585,967.01065
97691.5997,631.32805,459.19895,3113094.202498646,1153.01255
98976.64455,490.67805,319.44335,3118253.937741283,967.5111
99824.1054,686.89085,414.5215,3123179.0050602113,960.72705
99691.52035,989.74825,597.4133,3128747.831885897,1372.94135
99625.53805,1294.0306,780.82355,3134098.477366302,1794.81445
99116.7593,1646.5337,996.50985,3139722.2800511247,2294.71215
97797.2542,1980.3937,1205.01845,3145986.5165096372,2794.09535
96084.48345,2245.75245,1377.55885,3152709.869770759,3223.5632
95255.7512,1665.56105,1265.54365,3159438.860264026,3476.1562
95178.85655,1481.9561,929.71845,3165243.2367070387,2596.95235
94699.6364,1596.16905,987.41245,3170495.5050613205,2349.5397
93759.2736,1766.3403,1097.498,3176090.8218997414,2619.83585
92635.77995,1915.45745,1195.63875,3181691.580575657,2874.1546
91309.2759,2046.761,1286.0151,3187464.982271266,3114.6379
90061.2912,2121.57305,1341.13095,3193091.1757360953,3273.4718
89669.2876,1550.7027,1198.01695,3198605.3154503983,3320.97235
90657.66875,914.1581,727.9561,3203019.336116371,2397.76075
92091.97445,553.05325,438.3373,3206389.6875604643,1447.22205
93759.4998,337.97855,266.3289,3209196.747351943,873.91605
95278.57165,338.6671,211.4749,3211637.763683477,558.12315
96559.6565,355.53245,219.82145,3214214.720612068,524.1233
