S,E,I,R,H
73771.78915,601.80785,456.2856,2369772.2218900807,278270.2124
75499.6233,562.639,349.1097,2378909.9017400923,984.243
78338.97245,384.8761,229.98685,2387086.607590582,526.00715
79938.75355,516.2016,306.53555,2396001.2586890073,690.55965
81064.0593,752.7093,444.898,2405224.4101516744,995.37435
81990.6842,970.02245,571.3106,2414682.3310247804,1271.41145
82543.0654,1213.5458,713.27665,2424476.3069589175,1583.16495
82587.71645,1516.57165,892.9673,2434686.0185328717,1981.01515
83599.2792,1014.9506,751.3328,2445062.438087274,2134.3129
84403.255,1188.48805,698.13465,2454886.8521832908,1654.24475
84762.51815,1442.80575,845.24185,2464888.1321647475,1862.46155
84568.1776,1758.06345,1031.85365,2475343.824954844,2277.7191
83686.9214,2120.42685,1251.34815,2486426.7936207205,2777.8261
82131.5221,2506.8903,1492.5143,2498138.1336865346,3347.86585
79881.4749,2938.1217,1770.36275,2510485.621180707,4031.2679
79244.02265,2004.692,1523.0955,2523113.304132809,4388.6835
79824.88335,1318.70495,1011.26165,2534561.3230235116,3194.0788
81035.3045,881.15085,673.5803,2544965.995515946,2124.59955
82671.041,595.46285,452.68995,2554695.277073377,1420.1249
83840.88785,803.0743,480.78085,2564164.271563995,1123.9764
84775.08715,975.1547,581.3273,2573846.108614407,1315.3025
85398.50815,1172.77035,698.1258,2583821.863703459,1573.8438
86411.64755,928.0541,682.4742,2593990.821319011,1800.19455
87323.12305,1180.62525,699.30285,2603766.943860533,1603.1949
88127.4415,1379.2229,814.33065,2613606.637563663,1815.1077
88621.92805,1614.9959,952.16995,2623743.305216518,2115.7313
89362.63885,1265.91465,925.76675,2634382.845369372,2415.1847
90226.71395,1117.83945,678.5392,2644958.1240066346,1884.4754
89716.65955,1314.10875,774.60965,2656227.4122053566,1729.2567
88989.01245,1573.89115,931.8993,2667605.894098587,2083.89745
88689.2578,2385.1165,1415.6598,2677686.7911996786,3163.512
86177.75515,3030.17835,1820.3463,2690223.190660926,4129.254
82506.993,3605.7421,2206.17565,2704005.66780452,5119.63035
77583.54355,4076.5211,2558.21805,2719169.7063742178,6131.22975
75139.73785,2713.9257,2147.7774,2734429.0610489007,6396.71015
73646.02855,2497.99195,1623.4379,2747697.24650277,4560.5443
71912.626,2477.0929,1613.03815,2760446.2906489377,4098.7754
70324.2613,2372.2201,1561.0952,2773175.8138948292,4021.6584
69021.2341,2171.87705,1442.3055,2785699.251084472,3764.9684
68187.51235,1886.43975,1261.5785,2797897.734842034,3325.92615
68171.31185,1553.65465,1040.7307,2809276.1169806817,2758.818
69290.72285,904.8816,741.63865,2819889.848737346,2291.4742
71036.18045,490.2639,407.499,2829590.995759666,1422.4677
73021.15005,272.6353,224.9439,2838650.592504428,780.9867
75129.3164,151.83645,124.23275,2847333.1089908676,426.99975
77130.79875,144.152,93.2957,2855846.1608152473,250.43025
79107.44245,141.7196,90.5811,2864297.1895564795,226.30425
81031.80585,130.106,82.4567,2872672.431897375,203.77645
83059.58495,101.3313,76.7949,2880936.9943723427,207.05885
85059.73825,103.4149,64.6457,2889003.1545209484,164.138
87043.62065,104.78,64.85345,2897073.9471194874,154.8358
89063.80465,132.02195,80.8982,2904834.5933131105,191.02515
91040.19515,106.1825,78.41015,2912691.583308982,203.20375
93133.7554,102.30885,65.10275,2920214.4297277066,192.47085
95198.2478,175.63865,105.3798,2927566.946974631,241.63745
